sep=,
Country Name,Country Code,Series Name,Series Code,2010,2014
Samoa,WSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.238669163081681,0.42865068903744
Samoa,WSM,Population* female (% of total),SP.POP.TOTL.FE.ZS,484.220.202.226.535,484.359.769.605.671
Samoa,WSM,Population* total,SP.POP.TOTL,186029,191845
San Marino,SMR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,981.691.436.767.578,..
San Marino,SMR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,963.317.413.330.078,..
San Marino,SMR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,887.755.126.953.125,..
San Marino,SMR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,100.633.712.768.555,..
San Marino,SMR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,773.049.621.582.031,..
San Marino,SMR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,529.729.690.551.758,..
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
San Marino,SMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
San Marino,SMR,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
San Marino,SMR,Population* total,SP.POP.TOTL,30690,31595
Sao Tome and Principe,STP,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,534.418.907.165.527,..
Sao Tome and Principe,STP,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,524.929.695.129.395,..
Sao Tome and Principe,STP,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,122.565.986.633.301,114.041.290.283.203
Sao Tome and Principe,STP,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,121.371.963.500.977,109.411.918.640.137
Sao Tome and Principe,STP,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,422.885.990.142.822,904.728.031.158.447
Sao Tome and Principe,STP,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,437.158.012.390.137,1.044.810.962.677
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,115.551.295.145.414,187.002.102.541.527
Sao Tome and Principe,STP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,437.224.518.712.947,395.291.582.325.237
Sao Tome and Principe,STP,Population* female (% of total),SP.POP.TOTL.FE.ZS,502.563.202.247.191,502.237.820.781.144
Sao Tome and Principe,STP,Population* total,SP.POP.TOTL,170880,186342
Saudi Arabia,SAU,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,937.467.575.073.242
Saudi Arabia,SAU,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,122.588.493.347.168
Saudi Arabia,SAU,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,992.473.297.119.141,109.158.233.642.578
Saudi Arabia,SAU,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,990.888.519.287.109,10.825.171.661.377
Saudi Arabia,SAU,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,395.703.392.028.809,598.529.281.616.211
Saudi Arabia,SAU,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,336.505.508.422.852,623.506.507.873.535
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,187.539.812.332.079,244.064.764.554.706
Saudi Arabia,SAU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,222.156.373.905.466,13.385.484.052.634
Saudi Arabia,SAU,Population* female (% of total),SP.POP.TOTL.FE.ZS,436.840.596.800.779,434.446.746.957.292
Saudi Arabia,SAU,Population* total,SP.POP.TOTL,28090647,30886545
Senegal,SEN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,331.462.516.784.668,..
Senegal,SEN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,380.219.306.945.801,..
Senegal,SEN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,797.164.611.816.406,775.153.427.124.023
Senegal,SEN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,841.565.628.051.758,843.095.474.243.164
Senegal,SEN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,548.741.006.851.196,..
Senegal,SEN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,930.391.025.543.213,..
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,996.707.488.311.076,104.171.746.058.997
Senegal,SEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,116.282.454.624.393,110.110.550.794.862
Senegal,SEN,Population* female (% of total),SP.POP.TOTL.FE.ZS,510.350.981.195.884,509.294.801.172.011
Senegal,SEN,Population* total,SP.POP.TOTL,12956791,14672557
Serbia,SRB,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,923.555.679.321.289,954.097.366.333.008
Serbia,SRB,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,905.448.532.104.492,93.340.087.890.625
Serbia,SRB,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,96.132.568.359.375,10.091.136.932.373
Serbia,SRB,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,956.469.497.680.664,101.363.258.361.816
Serbia,SRB,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,556.277.885.437.012,660.110.473.632.813
Serbia,SRB,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,428.422.813.415.527,505.050.506.591.797
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,541.187.740.391.911,620.017.322.102.474
Serbia,SRB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.989647481981649,-136.932.596.510.563
Serbia,SRB,Population* female (% of total),SP.POP.TOTL.FE.ZS,511.243.788.805.135,511.820.272.883.221
Serbia,SRB,Population* total,SP.POP.TOTL,7291436,7130576
Seychelles,SYC,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,759.455.108.642.578,75.345.832.824.707
Seychelles,SYC,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,724.393.005.371.094,738.752.136.230.469
Seychelles,SYC,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,10.889.778.137.207,103.615.303.039.551
Seychelles,SYC,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,112.522.827.148.438,104.703.330.993.652
Seychelles,SYC,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,9.375
Seychelles,SYC,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,37.652.599.811.554
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,108.046.844.747.547,155.637.942.183.676
Seychelles,SYC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,303.727.652.439.191,162.141.087.584.963
Seychelles,SYC,Population* female (% of total),SP.POP.TOTL.FE.ZS,489.852.923.797.553,49.235.407.017.983
Seychelles,SYC,Population* total,SP.POP.TOTL,89770,91400
Sierra Leone,SLE,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Sierra Leone,SLE,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Sierra Leone,SLE,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Sierra Leone,SLE,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Sierra Leone,SLE,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Sierra Leone,SLE,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,453.022.040.725.798,79.408.708.204.712
Sierra Leone,SLE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,301.722.649.101.784,229.254.418.377.462
Sierra Leone,SLE,Population* female (% of total),SP.POP.TOTL.FE.ZS,506.198.685.504.013,505.366.767.226.754
Sierra Leone,SLE,Population* total,SP.POP.TOTL,5775902,6315627
Singapore,SGP,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Singapore,SGP,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Singapore,SGP,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Singapore,SGP,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Singapore,SGP,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Singapore,SGP,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,465.696.795.060.716,56.007.288.209.027
Singapore,SGP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,132.164.930.144.593,192.791.275.440.254
Singapore,SGP,Population* female (% of total),SP.POP.TOTL.FE.ZS,506.552.225.937.549,506.610.084.724.001
Singapore,SGP,Population* total,SP.POP.TOTL,5076732,5469724
Sint Maarten (Dutch part),SXM,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Sint Maarten (Dutch part),SXM,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Sint Maarten (Dutch part),SXM,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Sint Maarten (Dutch part),SXM,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Sint Maarten (Dutch part),SXM,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Sint Maarten (Dutch part),SXM,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Sint Maarten (Dutch part),SXM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
Sint Maarten (Dutch part),SXM,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
Sint Maarten (Dutch part),SXM,Population* total,SP.POP.TOTL,35474,37685
Slovak Republic,SVK,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,931.135.635.375.977,92.347.053.527.832
Slovak Republic,SVK,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,921.943.893.432.617,915.171.966.552.734
Slovak Republic,SVK,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,102.861.686.706.543,101.560.539.245.605
Slovak Republic,SVK,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,101.791.732.788.086,100.373.329.162.598
Slovak Republic,SVK,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,693.353.271.484.375,645.809.097.290.039
Slovak Republic,SVK,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,448.643.608.093.262,417.738.609.313.965
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,166.016.019.729.568,185.951.511.139.028
Slovak Republic,SVK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,494.387.255.006.683,247.136.056.049.821
Slovak Republic,SVK,Population* female (% of total),SP.POP.TOTL.FE.ZS,515.215.014.307.654,51.528.187.796.073
Slovak Republic,SVK,Population* total,SP.POP.TOTL,5391428,5418649
Slovenia,SVN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,973.867.721.557.617,110.533.256.530.762
Slovenia,SVN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,983.051.834.106.445,110.800.247.192.383
Slovenia,SVN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,985.492.172.241.211,992.363.204.956.055
Slovenia,SVN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,980.345.687.866.211,993.749.237.060.547
Slovenia,SVN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,106.965.766.906.738,984.888.687.133.789
Slovenia,SVN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,711.904.296.875,681.961.517.333.984
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,234.388.674.661.771,240.206.728.561.283
Slovenia,SVN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.797240022275702,300.492.303.664.288
Slovenia,SVN,Population* female (% of total),SP.POP.TOTL.FE.ZS,504.558.875.116.932,504.234.613.768.763
Slovenia,SVN,Population* total,SP.POP.TOTL,2048583,2061980
Small states,SST,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,719.709.091.186.523,708.939.208.984.375
Small states,SST,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,702.479.476.928.711,685.365.829.467.773
Small states,SST,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,107.386.688.232.422,10.692.106.628.418
Small states,SST,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,104.376.678.466.797,104.731.498.718.262
Small states,SST,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,202.060.794.830.322,222.190.494.537.354
Small states,SST,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,142.705.001.831.055,151.591.396.331.787
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,110.575.049.307.128,138.966.499.691.241
Small states,SST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,512.881.242.246.432,11.323.246.611.305
Small states,SST,Population* female (% of total),SP.POP.TOTL.FE.ZS,484.626.686.030.053,483.435.190.648.302
Small states,SST,Population* total,SP.POP.TOTL,35031584,37479355
Solomon Islands,SLB,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,449.089.508.056.641,..
Solomon Islands,SLB,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,521.068.382.263.184,..
Solomon Islands,SLB,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,116.633.979.797.363,11.553.816.986.084
Solomon Islands,SLB,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,113.264.007.568.359,112.102.996.826.172
Solomon Islands,SLB,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Solomon Islands,SLB,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,127.634.872.518.313,202.135.921.403.919
Solomon Islands,SLB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,457.755.680.455.681,-0.530276245858673
Solomon Islands,SLB,Population* female (% of total),SP.POP.TOTL.FE.ZS,492.454.060.135.658,492.333.585.588.924
Solomon Islands,SLB,Population* total,SP.POP.TOTL,526177,572171
Somalia,SOM,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Somalia,SOM,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Somalia,SOM,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Somalia,SOM,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Somalia,SOM,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Somalia,SOM,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,536.911.143.630.244
Somalia,SOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
Somalia,SOM,Population* female (% of total),SP.POP.TOTL.FE.ZS,502.851.994.956.226,502.468.868.994.346
Somalia,SOM,Population* total,SP.POP.TOTL,9581714,10517569
South Africa,ZAF,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,966.769.790.649.414,103.809.448.242.188
South Africa,ZAF,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,843.846.130.371.094,852.892.913.818.359
South Africa,ZAF,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,935.513.763.427.734,102.156.463.623.047
South Africa,ZAF,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,992.823.028.564.453,972.688.522.338.867
South Africa,ZAF,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
South Africa,ZAF,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,739.286.777.422.255,649.858.899.959.915
South Africa,ZAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,15.157.917.783.107,3*46E+08
South Africa,ZAF,Population* female (% of total),SP.POP.TOTL.FE.ZS,509.472.760.566.053,508.537.336.970.924
South Africa,ZAF,Population* total,SP.POP.TOTL,50771826,54058647
South Asia,SAS,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,564.827.613.830.566,644.180.679.321.289
South Asia,SAS,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,611.609.115.600.586,651.351.013.183.594
South Asia,SAS,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,107.745.338.439.941,105.963.813.781.738
South Asia,SAS,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,107.220.039.367.676,112.507.377.624.512
South Asia,SAS,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,132.841.196.060.181,199.473.209.381.104
South Asia,SAS,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,182.547.206.878.662,216.590.805.053.711
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,125.366.029.127.345,150.168.291.468.163
South Asia,SAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,749.898.395.303.063,540.999.367.245.811
South Asia,SAS,Population* female (% of total),SP.POP.TOTL.FE.ZS,484.091.083.169.976,484.390.864.107.096
South Asia,SAS,Population* total,SP.POP.TOTL,1628688562,1721152580
South Asia (IDA & IBRD),TSA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,564.827.613.830.566,644.180.679.321.289
South Asia (IDA & IBRD),TSA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,611.609.115.600.586,651.351.013.183.594
South Asia (IDA & IBRD),TSA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,107.745.338.439.941,105.963.813.781.738
South Asia (IDA & IBRD),TSA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,107.220.039.367.676,112.507.377.624.512
South Asia (IDA & IBRD),TSA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,132.841.196.060.181,199.473.209.381.104
South Asia (IDA & IBRD),TSA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,182.547.206.878.662,216.590.805.053.711
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,125.366.029.127.345,150.168.291.468.163
South Asia (IDA & IBRD),TSA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,749.898.395.303.063,540.999.367.245.811
South Asia (IDA & IBRD),TSA,Population* female (% of total),SP.POP.TOTL.FE.ZS,484.091.083.169.976,484.390.864.107.096
South Asia (IDA & IBRD),TSA,Population* total,SP.POP.TOTL,1628688562,1721152580
South Sudan,SSD,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
South Sudan,SSD,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
South Sudan,SSD,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
South Sudan,SSD,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
South Sudan,SSD,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
South Sudan,SSD,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,156.390.419.536.662,111.509.351.496.025
South Sudan,SSD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.948067072533092,-0.595765402990182
South Sudan,SSD,Population* female (% of total),SP.POP.TOTL.FE.ZS,50.013.787.137.143,499.406.272.289.976
South Sudan,SSD,Population* total,SP.POP.TOTL,10056475,11911184
Spain,ESP,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,125.798.469.543.457,130.409.576.416.016
Spain,ESP,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,123.047.782.897.949,129.932.525.634.766
Spain,ESP,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,106.019.409.179.688,104.140.090.942.383
Spain,ESP,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,105.535.316.467.285,10.527.320.098.877
Spain,ESP,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,873.510.131.835.938,969.299.163.818.359
Spain,ESP,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,704.721.908.569.336,815.166.091.918.945
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,307.378.322.708.385,297.185.002.155.441
Spain,ESP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.445626835636119,166.414.521.300.406
Spain,ESP,Population* female (% of total),SP.POP.TOTL.FE.ZS,505.504.694.999.894,508.850.875.781.425
Spain,ESP,Population* total,SP.POP.TOTL,46576897,46480882
Sri Lanka,LKA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,975.406.036.376.953,..
Sri Lanka,LKA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,963.347.473.144.531,..
Sri Lanka,LKA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,100.961.441.040.039,102.423.316.955.566
Sri Lanka,LKA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,984.387.588.500.977,100.106.239.318.848
Sri Lanka,LKA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,208.727.893.829.346,247.012.100.219.727
Sri Lanka,LKA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,116.893.396.377.563,166.120.204.925.537
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,281.965.130.924.227,385.274.206.641.873
Sri Lanka,LKA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,720.522.226.215.527,390.914.119.812.544
Sri Lanka,LKA,Population* female (% of total),SP.POP.TOTL.FE.ZS,51.339.150.645.265,51.752.580.909.512
Sri Lanka,LKA,Population* total,SP.POP.TOTL,20118000,20771000
St. Kitts and Nevis,KNA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,9.711.669.921.875,927.511.672.973.633
St. Kitts and Nevis,KNA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,978.961.486.816.406,90.314.567.565.918
St. Kitts and Nevis,KNA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,934.179.534.912.109,829.704.666.137.695
St. Kitts and Nevis,KNA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,935.230.026.245.117,844.901.733.398.438
St. Kitts and Nevis,KNA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,797.278.289.794.922
St. Kitts and Nevis,KNA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,784.961.013.793.945
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,134.668.278.264.511,154.298.592.236.675
St. Kitts and Nevis,KNA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-343.476.589.104.948,472.298.948.109.102
St. Kitts and Nevis,KNA,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
St. Kitts and Nevis,KNA,Population* total,SP.POP.TOTL,52352,54944
St. Lucia,LCA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,94.655.029.296.875,862.007.369.995.117
St. Lucia,LCA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,957.565.002.441.406,8.671.337.890.625
St. Lucia,LCA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
St. Lucia,LCA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
St. Lucia,LCA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,1.796.875,228.564.605.712.891
St. Lucia,LCA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,696.193.981.170.654,109.400.901.794.434
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,70.006.415.825.229,754.819.695.406.698
St. Lucia,LCA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-291.826.936.799.038,-0.295669517198519
St. Lucia,LCA,Population* female (% of total),SP.POP.TOTL.FE.ZS,508.847.387.498.098,509.237.931.879.441
St. Lucia,LCA,Population* total,SP.POP.TOTL,177397,183645
St. Martin (French part),MAF,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
St. Martin (French part),MAF,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
St. Martin (French part),MAF,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
St. Martin (French part),MAF,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
St. Martin (French part),MAF,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
St. Martin (French part),MAF,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
St. Martin (French part),MAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
St. Martin (French part),MAF,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
St. Martin (French part),MAF,Population* total,SP.POP.TOTL,30235,31530
St. Vincent and the Grenadines,VCT,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,108.824.653.625.488,103.176.231.384.277
St. Vincent and the Grenadines,VCT,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,106.259.307.861.328,106.161.231.994.629
St. Vincent and the Grenadines,VCT,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,108.783.302.307.129,106.341.613.769.531
St. Vincent and the Grenadines,VCT,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,101.206.237.792.969,103.043.197.631.836
St. Vincent and the Grenadines,VCT,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
St. Vincent and the Grenadines,VCT,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,623.171.322.553.846,665.611.571.703.379
St. Vincent and the Grenadines,VCT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-340.745.610.029.589,112.159.298.196.998
St. Vincent and the Grenadines,VCT,Population* female (% of total),SP.POP.TOTL.FE.ZS,495.032.749.094.369,495.318.215.069.495
St. Vincent and the Grenadines,VCT,Population* total,SP.POP.TOTL,109316,109360
Sub-Saharan Africa,SSF,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,36.413.990.020.752,395.397.415.161.133
Sub-Saharan Africa,SSF,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,43.928.279.876.709,458.687.896.728.516
Sub-Saharan Africa,SSF,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,999.870.223.999.023,102.011.100.769.043
Sub-Saharan Africa,SSF,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,93.154.167.175.293,947.694.320.678.711
Sub-Saharan Africa,SSF,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,649.318.981.170.654,7.242.760.181.427
Sub-Saharan Africa,SSF,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,921.399.974.822.998,992.698.955.535.889
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,155.699.943.429.111,181.728.568.895.578
Sub-Saharan Africa,SSF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,254.908.688.111.924,17.954.962.066.012
Sub-Saharan Africa,SSF,Population* female (% of total),SP.POP.TOTL.FE.ZS,500.690.962.739.877,500.135.590.969.658
Sub-Saharan Africa,SSF,Population* total,SP.POP.TOTL,873780170,974371891
Sub-Saharan Africa (excluding high income),SSA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,364.106.483.459.473,395.372.581.481.934
Sub-Saharan Africa (excluding high income),SSA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,439.257.507.324.219,458.667.984.008.789
